Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,year,month,week,day_of_week,day_of_year,is_weekend,lag_1,lag_2,lag_4,roll_mean_4,roll_std_4,roll_mean_8
1,2012-03-02,1636339.65,0,56.55,3.36,220.1720153,7.348,2012,3,9,4,62,0,1688420.76,1624477.58,1594938.89,1618596.27,68209.5447562704,1607634.85625
1,2012-03-08,1631135.79,0,86.11,3.417,221.9498642,6.908,2012,3,10,3,68,0,1636339.65,1688420.76,1525147.09,1645093.445,29290.016358300512,1612908.29
1,2012-04-05,1684519.99,0,75.55,3.749,221.6718,7.143,2012,4,14,3,96,0,1631135.79,1636339.65,1624477.58,1660104.0474999999,30560.764530659984,1617271.4224999999
1,2012-05-10,1670785.97,0,68.55,3.617,223.1814772,6.573,2012,5,19,3,131,0,1684519.99,1631135.79,1688420.76,1655695.3499999999,26053.801981013916,1631970.715
1,2012-06-01,1550369.92,0,49.01,3.157,219.7142581,7.348,2012,6,22,4,153,0,1670785.97,1684519.99,1636339.65,1634202.9175,60297.88900706309,1626399.59375
1,2012-06-04,1899676.88,0,70.43,3.891,221.4356112,7.143,2012,6,23,0,156,0,1550369.92,1670785.97,1631135.79,1701338.19,145311.09672684732,1673215.8175000001
1,2012-06-07,1769854.16,0,81.57,3.227,221.8837789,6.908,2012,6,23,3,159,0,1899676.88,1550369.92,1684519.99,1722671.7325,148253.21879280423,1691387.8900000001
1,2012-07-09,1661767.33,1,83.96,3.73,222.4390153,6.908,2012,7,28,0,191,0,1769854.16,1899676.88,1670785.97,1720417.0725,149369.70975189316,1688056.2112500002
1,2012-08-06,1697230.96,0,78.3,3.452,221.7494839,7.143,2012,8,32,0,219,0,1661767.33,1769854.16,1550369.92,1757132.3325,105140.30474581488,1695667.625
1,2012-09-03,1675431.16,0,58.76,3.669,221.0591887,7.348,2012,9,36,0,247,0,1697230.96,1661767.33,1899676.88,1701070.9025,48125.00693486992,1701204.54625
1,2012-10-02,1802477.43,1,48.02,3.409,220.2651783,7.348,2012,10,40,1,276,0,1675431.16,1697230.96,1769854.16,1709226.72,63859.55096503459,1715949.2262499998
1,2012-10-08,1592409.97,0,85.05,3.494,221.9584329,6.908,2012,10,41,0,282,0,1802477.43,1675431.16,1661767.33,1691887.38,86458.61299530457,1706152.22625
1,2012-11-05,1611096.05,0,73.77,3.688,221.7256632,7.143,2012,11,45,0,310,0,1592409.97,1802477.43,1697230.96,1670353.6524999999,94989.74463767302,1713742.9925
1,2012-12-10,1573072.81,0,62.99,3.601,223.3812965,6.573,2012,12,50,0,345,0,1611096.05,1592409.97,1675431.16,1644764.065,106282.05875626046,1672917.48375
2,2010-05-03,1991013.13,0,47.17,2.625,211.0067542,8.324,2010,5,18,0,123,0,2136989.46,2102539.93,1904608.09,2061580.9475,69381.81637555892,2006062.58375
2,2010-05-11,1939061.41,0,57.85,2.689,211.6135053,8.163,2010,5,19,1,131,0,1991013.13,2136989.46,2015781.27,2042400.9825,92886.04436121411,2020015.20625
2,2010-06-08,1991909.98,0,89.53,2.627,211.1608049,8.099,2010,6,23,1,159,0,1939061.41,1991013.13,2102539.93,2014743.4949999999,85159.36742174803,2010730.48875
2,2010-07-05,2042581.71,0,71.28,2.835,210.0011018,8.2,2010,7,27,0,186,0,1991909.98,1939061.41,2136989.46,1991141.5574999999,42265.18669703693,2015560.6225
2,2010-08-10,1849921.44,0,63.19,2.633,211.4044906,8.163,2010,8,32,1,222,0,2042581.71,1991909.98,1991013.13,1955868.635,82311.25250319287,2008724.79125
2,2010-09-04,1954689.21,0,65.41,2.77,210.2831653,8.2,2010,9,35,5,247,1,1849921.44,2042581.71,1939061.41,1959775.585,81615.51744583283,2001088.28375
2,2010-09-07,1880902.62,0,82.59,2.642,210.7657317,8.099,2010,9,36,1,250,0,1954689.21,1849921.44,1991909.98,1932023.745,85811.7024579318,1973383.6199999999
2,2010-10-09,1839128.83,1,79.09,2.565,211.1532104,8.099,2010,10,40,5,282,1,1880902.62,1954689.21,2042581.71,1881160.5250000001,52118.70377330364,1936151.04125
2,2010-10-12,2378726.55,0,45.5,2.843,211.1247993,8.163,2010,10,41,1,285,0,1839128.83,1880902.62,1849921.44,2013361.8025,248217.93889051318,1984615.21875
2,2010-11-06,2025538.76,0,83.4,2.668,211.1120018,8.2,2010,11,44,5,310,1,2378726.55,1839128.83,1954689.21,2031074.19,245144.39694504457,1995424.8875
2,2010-12-02,2137809.5,1,38.49,2.548,210.8979935,8.324,2010,12,48,3,336,0,2025538.76,2378726.55,1880902.62,2095300.91,225557.06282989422,2013662.3275
2,2010-12-03,1990483.78,0,57.56,2.667,211.037551,8.324,2010,12,48,4,337,0,2137809.5,2025538.76,1839128.83,2133139.6475,175369.49727635228,2007150.08625
2,2010-12-11,1916812.74,0,59.69,2.728,211.6608975,8.163,2010,12,49,5,345,1,1990483.78,2137809.5,2378726.55,2017661.1949999998,92026.61569109905,2015511.49875
2,2011-01-04,1800171.36,0,55.43,3.524,214.4886908,7.931,2011,1,1,1,4,0,1916812.74,1990483.78,2025538.76,1961319.345,141361.06257733508,1996196.7675
2,2011-01-07,1866243.0,0,85.69,3.524,214.8368678,7.852,2011,1,1,4,7,0,1800171.36,1916812.74,2137809.5,1893427.72,80420.75939509724,1994364.3150000002
2,2011-02-09,1809119.7,0,89.64,3.533,215.4508632,7.852,2011,2,6,2,40,0,1866243.0,1800171.36,1990483.78,1848086.7,54366.7382998331,1990613.17375
2,2011-02-12,1954952.0,0,48.74,3.172,218.3590319,7.441,2011,2,6,5,43,1,1809119.7,1866243.0,1916812.74,1857621.5150000001,71181.69165770814,1937641.355
2,2011-03-06,1933756.21,0,83.07,3.699,214.9254865,7.931,2011,3,9,6,65,1,1954952.0,1809119.7,1800171.36,1891017.7275,66420.98844390846,1926168.53625
2,2011-04-02,1929346.23,0,38.25,2.989,212.2240646,8.028,2011,4,13,5,92,1,1933756.21,1954952.0,1866243.0,1906793.5350000001,66068.21144262569,1900110.6275
2,2011-04-03,1981607.78,0,57.77,3.288,213.4775305,8.028,2011,4,13,6,93,1,1929346.23,1933756.21,1809119.7,1949915.555,23902.471737414504,1899001.1275000002
2,2011-04-11,1959707.9,0,55.53,3.332,217.4853605,7.441,2011,4,15,0,101,0,1981607.78,1929346.23,1954952.0,1951104.53,24350.592474874164,1904363.0225
2,2011-05-08,1876704.26,0,93.34,3.684,215.1978515,7.852,2011,5,18,6,128,1,1959707.9,1981607.78,1933756.21,1936841.5425,45458.98804117132,1913929.6349999998
2,2011-06-05,1837743.6,0,61.48,3.906,215.4448709,7.931,2011,6,22,6,156,1,1876704.26,1959707.9,1929346.23,1913940.8849999998,67985.34357666972,1910367.21
2,2011-07-01,1758050.79,0,44.69,2.976,211.0648881,8.028,2011,7,26,4,182,0,1837743.6,1876704.26,1981607.78,1858051.6375000002,83854.04366997154,1903983.59625
2,2011-07-10,1837553.43,0,69.92,3.285,216.6958311,7.441,2011,7,27,6,191,1,1758050.79,1837743.6,1959707.9,1827513.02,49833.90442063676,1889308.775
2,2011-08-04,1847552.61,0,67.0,3.622,214.7252242,7.931,2011,8,31,3,216,0,1837553.43,1758050.79,1876704.26,1820225.1075,41711.73491802746,1878533.325
2,2011-08-07,1853161.99,0,87.7,3.48,214.9296249,7.852,2011,8,31,6,219,1,1847552.61,1837553.43,1837743.6,1824079.705,44490.13168263113,1869010.2950000002
2,2011-09-09,1748000.65,1,77.97,3.546,215.5148295,7.852,2011,9,36,4,252,0,1853161.99,1847552.61,1758050.79,1821567.17,49467.39369363922,1839809.4037499998
2,2011-09-12,2290549.32,0,41.76,3.158,218.605037,7.441,2011,9,37,0,255,0,1748000.65,1853161.99,1837553.43,1934816.1424999998,242025.09961925843,1881164.58125
2,2011-10-06,1929153.16,0,83.4,3.648,214.6964908,7.931,2011,10,40,3,279,0,2290549.32,1748000.65,1847552.61,1955216.2799999998,235570.88767748658,1887720.69375
2,2011-11-02,2168041.61,1,33.19,3.022,212.5928624,8.028,2011,11,44,2,306,0,1929153.16,2290549.32,1853161.99,2033936.1849999998,242606.11325963846,1929007.9449999998
2,2011-11-03,1879107.31,0,52.7,3.459,213.7646401,8.028,2011,11,44,3,307,0,2168041.61,1929153.16,1748000.65,2066712.8499999996,195353.3464066126,1944140.01
2,2011-11-11,1920725.15,0,59.33,3.297,217.6455387,7.441,2011,11,45,4,315,0,1879107.31,2168041.61,2290549.32,1974256.8074999999,131029.2002150259,1954536.475
2,2011-12-08,1812768.26,0,91.58,3.638,215.2593211,7.852,2011,12,49,3,342,0,1920725.15,1879107.31,1929153.16,1945160.5824999998,155095.45947127862,1950188.43125
2,2012-01-06,1910092.37,0,78.38,3.501,221.3852748,6.891,2012,1,1,4,6,0,1812768.26,1920725.15,2168041.61,1880673.2725,48590.73694359958,1957304.7287499998
2,2012-02-03,1952555.66,0,58.79,3.63,220.4866886,7.057,2012,2,5,4,34,0,1910092.37,1812768.26,1879107.31,1899035.3599999999,60274.75843967737,1982874.105
2,2012-03-02,1935299.94,0,55.21,3.36,219.8118854,7.057,2012,3,9,4,62,0,1952555.66,1910092.37,1920725.15,1902679.0575,62425.17163594251,1938467.9324999999
2,2012-03-08,1946104.64,0,90.22,3.417,221.5869799,6.565,2012,3,10,3,68,0,1935299.94,1952555.66,1812768.26,1936013.1525,18689.465052383704,1940586.8675
2,2012-04-05,1923957.09,0,76.73,3.749,221.3095166,6.891,2012,4,14,3,96,0,1946104.64,1935299.94,1910092.37,1939479.3325,12560.418971977231,1910076.3025
2,2012-05-10,1998321.04,0,70.27,3.617,222.8159296,6.17,2012,5,19,3,131,0,1923957.09,1946104.64,1952555.66,1950920.6775,32868.58212765409,1924978.0187499998
2,2012-06-01,1799520.14,0,46.75,3.157,219.355063,7.057,2012,6,22,4,153,0,1998321.04,1923957.09,1935299.94,1916975.7274999998,84281.48841131934,1909827.3925
2,2012-06-04,2129035.91,0,68.43,3.891,221.0737638,6.891,2012,6,23,0,156,0,1799520.14,1998321.04,1946104.64,1962708.545,137919.2673741049,1949360.84875
2,2012-06-07,2041507.4,0,84.2,3.227,221.5215064,6.565,2012,6,23,3,159,0,2129035.91,1799520.14,1923957.09,1992096.1225,139425.2946664144,1965787.7275
2,2012-07-09,1898777.07,1,87.65,3.73,222.0747635,6.565,2012,7,28,0,191,0,2041507.4,2129035.91,1998321.04,1967210.13,146640.9263578046,1959065.40375
2,2012-08-06,2010216.49,0,78.69,3.452,221.3877467,6.891,2012,8,32,0,219,0,1898777.07,2041507.4,1799520.14,2019884.2175,95117.57658751262,1968429.9725000001
2,2012-09-03,1937628.26,0,57.11,3.669,220.6974332,7.057,2012,9,36,0,247,0,2010216.49,1898777.07,2129035.91,1972032.305,65408.43109936364,1967370.425
2,2012-10-02,2103322.68,1,46.98,3.409,219.9049073,7.057,2012,10,40,1,276,0,1937628.26,2010216.49,2041507.4,1987486.1250000002,89981.25750890689,1989791.12375
2,2012-10-08,1866719.96,0,88.55,3.494,221.5954138,6.565,2012,10,41,0,282,0,2103322.68,1937628.26,1898777.07,1979471.8475000001,101239.21457465454,1973340.98875
2,2012-11-05,1917520.99,0,73.87,3.688,221.3632212,6.891,2012,11,45,0,310,0,1866719.96,2103322.68,2010216.49,1956297.9725000001,102457.62941422642,1988091.095
2,2012-12-10,1900745.13,0,60.97,3.601,223.0154263,6.17,2012,12,50,0,345,0,1917520.99,1866719.96,1937628.26,1947077.1900000002,106286.03906581023,1959554.7475
3,2010-05-03,415202.04,0,53.04,2.625,214.6751386,7.368,2010,5,18,0,123,0,461622.22,396968.8,366473.97,437553.4575,37579.57600393104,409989.7525
3,2010-05-11,423175.56,0,62.94,2.689,215.2765472,7.564,2010,5,19,1,131,0,415202.04,461622.22,476420.77,424242.15499999997,27227.231812210284,418038.685
3,2010-06-08,402635.76,0,85.13,2.627,214.8341952,7.346,2010,6,23,1,159,0,423175.56,415202.04,396968.8,425658.89499999996,25422.681864148446,415456.355
3,2010-07-05,399323.86,0,73.47,2.835,213.6211778,7.343,2010,7,27,0,186,0,402635.76,423175.56,461622.22,410084.305,11088.134321882084,417727.8725
3,2010-08-10,395107.35,0,66.99,2.633,215.060858,7.564,2010,8,32,1,222,0,399323.86,402635.76,415202.04,405060.6325,12463.39969956127,421307.045
3,2010-09-04,415870.28,0,68.0,2.77,213.9120595,7.343,2010,9,35,5,247,1,395107.35,399323.86,423175.56,403234.3125,8969.672940664597,413738.23375
3,2010-09-07,349214.18,0,81.75,2.642,214.4265704,7.346,2010,9,36,1,250,0,415870.28,395107.35,402635.76,389878.9175,28552.38020309144,407768.90625
3,2010-10-09,352260.97,1,80.84,2.565,214.8065431,7.346,2010,10,40,5,282,1,349214.18,415870.28,399323.86,378113.19499999995,32751.027349189535,394098.75
3,2010-10-12,467642.03,0,51.13,2.843,214.7693037,7.564,2010,10,41,1,285,0,352260.97,349214.18,395107.35,396246.865,56654.45089575842,400653.74874999997
3,2010-11-06,355017.09,0,82.1,2.668,214.787913,7.343,2010,11,44,5,310,1,467642.03,352260.97,415870.28,381033.5675,57787.59574480225,392133.94
3,2010-12-02,420728.96,1,47.93,2.548,214.5747916,7.368,2010,12,48,3,336,0,355017.09,467642.03,349214.18,398912.26249999995,55686.25949949675,394395.59
3,2010-12-03,384200.69,0,63.08,2.667,214.7027646,7.368,2010,12,48,4,337,0,420728.96,355017.09,352260.97,406897.19250000006,48607.02739391525,392505.19375000003
3,2010-12-11,386635.03,0,62.79,2.728,215.3256258,7.564,2010,12,49,5,345,1,384200.69,420728.96,467642.03,386645.44250000006,26882.55797751556,391446.15375
3,2011-01-04,374556.08,0,68.76,3.524,218.2114184,7.574,2011,1,1,1,4,0,386635.03,384200.69,355017.09,391530.19000000006,20152.524585277046,386281.87875
3,2011-01-07,368962.72,0,85.1,3.524,218.5467052,7.567,2011,1,1,4,7,0,374556.08,386635.03,420728.96,378588.63,8269.610495345269,388750.44625000004
3,2011-02-09,375988.69,0,89.12,3.533,219.1501106,7.567,2011,2,6,2,40,0,368962.72,374556.08,384200.69,376535.63,7383.8699833752935,391716.41125
3,2011-02-12,472511.32,0,54.97,3.172,222.1589519,7.197,2011,2,6,5,43,1,375988.69,368962.72,386635.03,398004.7025,49763.492315716976,392325.0725
3,2011-03-06,394507.84,0,84.29,3.699,218.6449369,7.574,2011,3,9,6,65,1,472511.32,375988.69,374556.08,402992.64249999996,47581.81540179424,397261.41625
3,2011-04-02,438516.53,0,45.95,2.989,215.8863367,7.551,2011,4,13,5,92,1,394507.84,472511.32,368962.72,420381.09500000003,43537.590299146126,399484.8625
3,2011-04-03,437084.51,0,65.11,3.288,217.1716979,7.551,2011,4,13,6,93,1,438516.53,394507.84,375988.69,435655.05,31946.35583171169,406095.34
3,2011-04-11,459443.22,0,59.31,3.332,221.245968,7.197,2011,4,15,0,101,0,437084.51,438516.53,472511.32,432388.02499999997,27242.782145077836,415196.36375
3,2011-05-08,409981.25,0,88.45,3.684,218.9023209,7.567,2011,5,18,6,128,1,459443.22,437084.51,394507.84,436256.3775,20279.760707183694,419624.51
3,2011-06-05,413042.12,0,69.45,3.906,219.1959827,7.574,2011,6,22,6,156,1,409981.25,459443.22,438516.53,429887.775,23132.68361548882,425134.435
3,2011-07-01,378241.34,0,53.35,2.976,214.6955104,7.551,2011,7,26,4,182,0,413042.12,409981.25,437084.51,415176.98250000004,33442.96011320209,425416.01625
3,2011-07-10,403342.4,0,75.54,3.285,220.4299007,7.197,2011,7,27,6,191,1,378241.34,413042.12,459443.22,401151.7775,15801.126571381672,416769.90125
3,2011-08-04,384075.31,0,72.55,3.622,218.4553663,7.574,2011,8,31,3,216,0,403342.4,378241.34,409981.25,394675.29250000004,16277.730478620859,415465.83499999996
3,2011-08-07,395146.24,0,85.38,3.48,218.6424704,7.567,2011,8,31,6,219,1,384075.31,403342.4,413042.12,390201.3225,11220.655617999995,410044.54875
3,2011-09-09,377347.49,1,81.72,3.546,219.2135305,7.567,2011,9,36,4,252,0,395146.24,384075.31,378241.34,389977.86000000004,11542.521735960907,402577.42124999996
3,2011-09-12,468772.8,0,49.26,3.158,222.4167852,7.197,2011,9,37,0,255,0,377347.49,395146.24,403342.4,406335.45999999996,42266.75901630582,403743.61875
3,2011-10-06,391638.75,0,84.84,3.648,218.4037974,7.574,2011,10,40,3,279,0,468772.8,377347.49,384075.31,408226.31999999995,41091.825439579465,401450.80625
3,2011-11-02,430526.21,1,43.57,3.022,216.2660913,7.551,2011,11,44,2,306,0,391638.75,468772.8,395146.24,417071.3125,41145.576456350274,403636.3175
3,2011-11-03,404753.3,0,61.29,3.459,217.4653683,7.551,2011,11,44,3,307,0,430526.21,391638.75,377347.49,423922.765,33984.590323045595,406950.3125
3,2011-11-11,407764.25,0,61.7,3.297,221.4117517,7.197,2011,11,45,4,315,0,404753.3,430526.21,468772.8,408670.62750000006,16164.96533148246,407503.04374999995
3,2011-12-08,380376.85,0,88.88,3.638,218.9605873,7.567,2011,12,49,3,342,0,407764.25,404753.3,391638.75,405855.1525,20515.552707203104,407040.73625
3,2012-01-06,432268.53,0,81.55,3.501,225.2518313,6.664,2012,1,1,4,6,0,380376.85,407764.25,430526.21,406290.7325,21220.353607560253,411681.02249999996
3,2012-02-03,469752.56,0,61.65,3.63,224.3470245,6.833,2012,2,5,4,34,0,432268.53,380376.85,404753.3,422540.5475,37946.12023426774,423231.65625
3,2012-03-02,424960.66,0,59.33,3.36,223.6591137,6.833,2012,3,9,4,62,0,469752.56,432268.53,407764.25,426839.64999999997,36666.57410586488,417755.13875
3,2012-03-08,419990.29,0,86.55,3.417,225.4636332,6.334,2012,3,10,3,68,0,424960.66,469752.56,380376.85,436743.01,22576.748816676103,421299.08125
3,2012-04-05,439913.57,0,79.51,3.749,225.1797511,6.664,2012,4,14,3,96,0,419990.29,424960.66,432268.53,438654.27,22394.557238212008,422472.50125
3,2012-05-10,443557.65,0,72.74,3.617,226.7210356,6.034,2012,5,19,3,131,0,439913.57,419990.29,469752.56,432105.5425,11400.946579267382,427323.04500000004
3,2012-06-01,398178.21,0,52.42,3.157,223.1923049,6.833,2012,6,22,4,153,0,443557.65,439913.57,424960.66,425409.93,20901.62981154053,426124.79000000004
3,2012-06-04,503232.13,0,73.01,3.891,224.9393405,6.664,2012,6,23,0,156,0,398178.21,443557.65,419990.29,446220.39,43225.20761392233,441481.7
3,2012-06-07,411206.5,0,83.14,3.227,225.3916254,6.334,2012,6,23,3,159,0,503232.13,398178.21,439913.57,439043.62250000006,46852.35058928396,438848.94625000004
3,2012-07-09,408229.73,1,84.99,3.73,225.9660263,6.334,2012,7,28,0,191,0,411206.5,503232.13,443557.65,430211.6425,48998.40919551274,431158.5925
3,2012-08-06,446336.8,0,81.65,3.452,225.2521458,6.664,2012,8,32,0,219,0,408229.73,411206.5,398178.21,442251.29000000004,44183.70653700095,433830.61
3,2012-09-03,445162.05,0,60.71,3.669,224.5620291,6.833,2012,9,36,0,247,0,446336.8,408229.73,503232.13,427733.76999999996,20843.671293015577,436977.08
3,2012-10-02,473292.47,1,51.65,3.409,223.753643,6.833,2012,10,40,1,276,0,445162.05,446336.8,411206.5,443255.26249999995,26721.735679908827,441149.4425
3,2012-10-08,391811.6,0,85.85,3.494,225.4735085,6.334,2012,10,41,0,282,0,473292.47,445162.05,408229.73,439150.73,34129.299287522525,434681.18624999997
3,2012-11-05,431985.36,0,75.19,3.688,225.2351496,6.664,2012,11,45,0,310,0,391811.6,473292.47,446336.8,435562.87,33875.4541285449,438907.07999999996
3,2012-12-10,410804.39,0,70.31,3.601,226.9239785,6.034,2012,12,50,0,345,0,431985.36,391811.6,445162.05,426973.455,34968.390737514805,427353.6125
4,2010-05-03,1971057.44,0,43.49,2.654,126.5782857,8.623,2010,5,18,0,123,0,2135143.87,1903290.58,1935857.58,2028005.5150000001,109284.71923258524,1968910.62375
4,2010-05-11,2013115.79,0,51.6,2.699,126.4912903,7.127,2010,5,19,1,131,0,1971057.44,2135143.87,2102530.17,2005651.9200000002,97465.37238637713,1990197.4700000002
4,2010-06-08,1907638.58,0,76.53,2.64,126.0854516,7.372,2010,6,23,1,159,0,2013115.79,1971057.44,1903290.58,2006738.92,95955.79026927885,1981246.4024999999
4,2010-07-05,2000626.14,0,56.77,2.836,126.2898,7.896,2010,7,27,0,186,0,1907638.58,2013115.79,2135143.87,1973109.4875,47075.5457831458,1996157.51875
4,2010-08-10,1951494.85,0,67.73,2.645,126.2791667,7.127,2010,8,32,1,222,0,2000626.14,1907638.58,1971057.44,1968218.84,48358.48410837647,1998112.1775
4,2010-09-04,1818452.72,0,54.16,2.773,126.6019032,7.896,2010,9,35,5,247,1,1951494.85,2000626.14,2013115.79,1919553.0725,77365.7026312394,1962602.49625
4,2010-09-07,1812208.22,0,80.35,2.637,126.1518,7.372,2010,9,36,1,250,0,1818452.72,1951494.85,1907638.58,1895695.4825,94974.69777991388,1951217.2012500002
4,2010-10-09,1865820.81,1,73.54,2.574,126.1145806,7.372,2010,10,40,5,282,1,1812208.22,1818452.72,2000626.14,1861994.1500000001,64289.744074918955,1917551.8187499999
